order_id,customer_id,product_name,brand,country,order_date,unit_price
REC-925173,6135,Momo black,Excelo,Maroc,2024-10-30,22.96
REC-739815,7944,EXTRA FINE DARK CHOCOLATE,"Lindt & Sprüngli,Lindt","Australie,Belgique,Canada,République tchèque,Danemark,Estonie,France,Allemagne,Hongrie,Irlande,Italie,Liban,Maroc,Pays-Bas,Portugal,Serbie,Espagne,Suisse,Royaume-Uni",2024-03-13,12.4
REC-992581,8248,Eyoo cover,EXCELO,Morocco,2025-11-16,18.93
REC-392117,12134,Tartines craquantes au sarrasin imp,"Ekibio,Le pain des Fleurs","Belgium,France,Luxembourg,Netherlands,Senegal,Switzerland",2025-12-09,9.41
REC-337268,14038,Pomme 🍏 🍎 Noisette🥜,Gerblé,"Belgium,France,French Polynesia,Germany,Guadeloupe,Martinique,Morocco,Réunion,Switzerland",2025-05-31,15.63
REC-974515,12699,Trios,Aperitivos company,"Spain, Marruecos, en:morocco",2026-01-06,24.16
REC-953482,13960,Edelbitter 70% Cacao,J. D. Gross,DE,2025-06-30,5.07
REC-212346,13782,Crunchy oats&honey,Nature Valley,"Bélgica,Francia,Alemania,Irlanda,Países Bajos,España,Suiza,Reino Unido,en:Bélgica",2024-05-25,4.18
REC-416664,6670,Figue & son,Gerblé,"Belgique,France,Polynésie française,Martinique,Maroc,La Réunion,Suisse",2024-11-22,17.46
REC-205333,10008,Bitter Extra Kraftig,"Lindt,Lindt&Sprüngli","Australia,Austria,Belgium,Bulgaria,France,Germany,Italy,Lebanon,Morocco,Romania,Spain,Switzerland,Thailand,United Kingdom",2024-11-27,2.2
REC-407282,13001,Petit beurre,Bé,Morocco,2024-09-08,9.34
REC-499346,14145,Pains au lait x10,Pasquier,"Belgique,France,Suisse,Royaume-Uni,États-Unis",2024-04-08,22.82
REC-668408,14519,Chocolat au lait,Milka,"Algeria,Austria,Bulgaria,France,Germany,Hungary,Italy,Morocco,Poland,Tunisia,United Kingdom",2024-11-01,6.24
REC-400480,14530,Brioche Tranchée Bio 400g,Unknown,France,2024-11-13,3.2
REC-936049,8846,King cookies choco,Excelo,en:ma,2025-05-12,16.03
REC-574329,11736,BIO Basmati Reis Vollkorn,"Pueblo Lindo, Nur Nur Natur","Austria, France, Germany, Italy, Switzerland, United Kingdom, United States, en:ireland",2024-05-26,7.62
REC-955005,10000,Mix di frutta secca,Alesto,"France,Allemagne,Hongrie,Italie,Pays-Bas,Portugal,Suisse",2025-05-19,19.89
REC-538001,13364,Excellence Noir Subtil Doux 70% Cacao,"Lindt Excellence,Lindt","Australia,Austria,Dinamarca,Francia,Alemania,Marruecos,Nueva Zelanda,España,Suiza",2024-07-21,20.27
REC-900195,13320,La gâche tranchée,Unknown,"France,Germany,Switzerland",2025-08-04,11.15
REC-570097,7969,Sour Cream & Onion,Pringles,"Algieria,Bułgaria,Chorwacja,Egipt,Węgry,Irak,Liban,Libia,Litwa,Maroko,Polska,Rumunia,Tunezja,Ukraina",2024-10-16,20.45
REC-180568,5233,Chocolat Noir 92% cacao,Dark Excellente,Morocco,2025-11-02,8.29
REC-326111,12644,Cracotte Céréales Complètes,"lu, LU","Belgium, France, Luxembourg, Réunion, Switzerland, en:netherlands",2024-05-06,23.01
REC-574635,6128,Kinder Bueno,Kinder,"Australia,Bélgica,Estonia,Francia,Grecia,Hungría,Irlanda,Italia,Letonia,Libia,Lituania,Marruecos,Nueva Zelanda,Polonia,Portugal,Rumania,España,Suiza,Reino Unido",2025-05-30,8.04
REC-218223,7913,Dark Chocolate,Tesco finest,United Kingdom,2025-07-05,24.8
REC-895633,6608,Chips,Kettle,United Kingdom,2024-06-20,9.93
REC-754969,6085,Pringles Sare,Pringles,"Armenia,Bielorrusia,Bélgica,Bosnia y Herzegovina,Bulgaria,Croacia,Francia,Hungría,Kuwait,Letonia,Líbano,Lituania,Marruecos,Polonia,Rumania,Rusia,Serbia,Suiza,Ucrania",2024-07-27,2.7
REC-528239,12090,wasa,"Barilla,Wasa","France,Guadeloupe,Italy,Switzerland",2025-04-10,18.39
REC-540990,14397,Henry's Sable Coco Biscuit 85G,Henrys,Maroc,2025-08-06,12.49
REC-956271,13610,Cracotte,LU,"België,Frankrijk,Luxemburg,Nederland,Zwitserland",2025-01-24,24.0
REC-440963,6157,Biscuit raisins,Unknown,"France,Suisse",2024-06-09,16.66
REC-116337,12524,Nutri+ avoine chocolat,Bjorg,France,2024-03-15,1.47
REC-653437,12486,Goût chocolat,BN,"Belgium,France,Morocco,Switzerland",2025-09-04,4.06
REC-786266,10600,digestives,McVitie's,"France,Germany,Ireland,United Kingdom",2025-04-03,15.58
REC-981280,12427,Protein Cacahuetes🥜 & Chocolat🍫,Nature Valley,"Belgium,France",2026-02-01,3.37
REC-295140,11156,Tartines craquantes quinoa - pois chiche sans gluten,Jardin Bio,France,2025-03-28,24.72
REC-845441,11715,LIGHTLY SALTED LOW FAT CORN CAKES,kallo,"France, United Kingdom",2025-11-15,11.73
REC-649864,10711,Figolu,LUMondelez,"France,Guadeloupe",2025-03-11,2.41
REC-745146,9008,Krit krititas galletas saladas,"Cuétara, Krit","Israel,Marruecos,España,Portugal",2024-08-27,1.04
REC-595340,5792,Sour Cream & Onion,Pringles,"France,Germany,Italy,Martinique,Mauritius,Portugal,Réunion,Thailand",2024-02-13,4.9
REC-980028,11685,Crunchy avoine et miel,Nature ValleyGeneral Mills,France,2025-04-29,8.94
REC-854220,9266,Toffifee,Süßigkeiten,Germany,2024-09-28,13.2
REC-321774,13910,Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,"General Mills,Nature Valley",France,2025-07-22,20.71
REC-770550,12930,Cookie🍪 cacao pépites Sans Sucre,Unknown,"Belgique,France,Polynésie française",2025-09-29,22.48
REC-570975,13801,Dark milk chocolate,Tesco,en:united-kingdom,2025-12-27,24.54
REC-347253,13159,petit déjeuner miel et pépites de chocolat,belvita,"Belgium,Bulgaria,France,Germany,Morocco,Poland,Romania,Switzerland,United Kingdom",2025-03-15,7.58
REC-433923,8141,Biscuit soja orange,Gerblé,"France,Guadeloupe,Martinique,Réunion",2024-12-17,5.38
REC-374982,7072,Sablés Anglais L'Original,"McVitie's,United Biscuits","France,Réunion,Switzerland,United Kingdom",2024-11-30,19.09
REC-833121,6028,Excellence Noir Corsé 78% Cacao,Lindt,"Australia,Czech Republic,France,Germany,Ireland,Italy,Netherlands,New Zealand,Spain,Switzerland",2025-04-28,23.01
REC-484365,9681,Картофельные чипсы со вкусом парики,"Pringles,Kellogg's","Bulgaria,Francia,Lituania,Marruecos,Países Bajos,Polonia,Rumania,España,Ucrania",2024-02-07,2.12
REC-204232,8249,Brioche moins de sucre,Harrys,France,2025-04-30,8.89
REC-942651,12158,Chocolat monogram,Macao,en:ma,2025-07-25,3.33
REC-818095,14040,Lentil and Pea Cakes with Beetroot and Balsamic Flavour Seasoning,kallo,United Kingdom,2025-02-09,7.77
REC-553814,14094,Pringles Original,"Kellogg's, Pringles","Belgium, France, Germany, Italy, Spain, United Kingdom, en:austria",2025-07-04,3.36
REC-996953,5970,Fourrés Chocolat au Lait,Bjorg,"France,Japon,Suisse",2024-07-18,11.61
REC-767742,12401,Pringles,Unknown,"Bélgica,Francia,Alemania,Marruecos,Rumania,España,Suiza,Reino Unido",2024-02-25,22.67
REC-946193,10839,180G C OR NOIR NOISETTE,"Côte D’Or, Mondelez","Algérie,France,Guadeloupe,Maroc,Tunisie",2025-02-17,9.67
REC-991303,7760,Barres de fruits secs & noix Myrtilles,nakd.,"Bélgica,República Checa,Francia,Países Bajos,España,Suiza",2024-09-05,3.46
REC-562005,6118,Tagger,Bimo,en:Morocco,2024-08-08,3.95
REC-802740,13691,Goûter 4S Saveur pommes,Gerblé,"France,Luxembourg,Réunion,Switzerland",2024-03-11,10.68
REC-723751,14512,Wheat Biscuits,Tesco,en:United Kingdom,2025-11-29,8.66
REC-379767,11844,Protein Cocoa Hazelnut Bars,"Nakd,Natural Balance Foods","Bélgica,Francia,España,Reino Unido",2024-10-12,1.55
REC-994160,11794,Thé - Biscuits,Lu,"France,New Caledonia,Réunion,Switzerland",2025-04-07,2.33
REC-607612,8211,Petites Madeleines,St Michel,"en:france, en:martinique, en:La Réunion, en:Switzerland",2025-06-25,7.44
REC-331169,9169,Goûter pépites de chocolat,Unknown,"Belgium,France,French Polynesia,Réunion,Switzerland",2025-09-28,1.01
REC-130025,8900,Sea salt & cider vinegar chips,Unknown,"France, Germany, Switzerland, United Kingdom, en:netherlands",2024-10-10,17.32
REC-219484,5608,Príncipe crema de chocolate,"LU,Mondelēz","Francia,Marruecos,España",2025-03-21,14.49
REC-480927,14848,Kinder bueno White,Kinder,"Belgique,Bulgarie,France,Allemagne,Hongrie,Italie,Maroc,Pologne,Roumanie,Serbie,Espagne,Suisse,Thaïlande,Royaume-Uni",2025-09-21,19.57
REC-699692,14144,Sea Salt Lentil Chips,Proper Chips,United Kingdom,2025-05-25,23.12
REC-392540,6866,Napolitain l'Original,"LU, Mondelez, Mondelez International",France,2025-11-10,24.73
REC-958052,13313,Petits fours financiers,Unknown,"France, en:morocco",2025-09-29,12.77
REC-151159,12792,Biscuits pavot citron,Gerblé,"France,Réunion,Switzerland",2025-10-20,11.76
REC-287331,14177,The Original Crunchy Rye Breads,Ryvita,"United Kingdom, en:ireland",2026-01-18,17.49
REC-904456,7274,Pringles Original,Unknown,"Bélgica,Dinamarca,Francia,Alemania,Grecia,Irlanda,Italia,Marruecos,Países Bajos,Nigeria,Rumania,España,Reino Unido",2025-09-15,4.56
REC-561658,8242,Blueberry Muffin Myrtilles,nakd,"France,Germany,Ireland,Morocco,Poland,United Kingdom",2024-05-16,5.74
REC-884876,8901,merendina big,bimo,en:Morocco,2025-05-21,8.14
REC-221353,9692,Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU,"Belgium,France,French Polynesia,Réunion,Switzerland",2024-04-04,21.53
REC-279860,11879,Véritable Petit Écolier Chocolat au Lait,Unknown,"Algeria,Belgium,Canada,France,Morocco,Switzerland",2025-11-09,11.82
REC-996817,10003,Galletas fibra zero azúcares,Gullón,"Portugal,España",2024-09-27,13.03
REC-407433,13728,Belvita Petit Déjeuner Chocolat,"LU,Mondelez","en:belgium, en:france, en:guadeloupe, en:luxembourg, en:Belgique, en:La-reunion, en:Switzerland",2025-01-16,2.77
REC-160782,9873,Caramelised popcorn seasoned with sea salt,Proper,"Belgium, France, United Kingdom, en:netherlands",2024-08-02,4.7
REC-221530,8033,Edelbitter Mild 90%,Unknown,"Belgium,France,Germany,Morocco,Netherlands,Switzerland",2025-08-23,2.26
REC-183716,12748,Véritable Petit Beurre Pocket,lu,"Belgium,France,Guadeloupe,Lebanon,Réunion,Switzerland",2025-11-15,11.48
REC-878584,11980,Chips de lentilles saveur fines herbes,Unknown,France,2025-07-31,1.81
REC-777037,13194,Chocolat noir Equateur Bio,J.D. Gross,France,2024-09-16,7.37
REC-762689,9488,Biscuit complet au germe de blé,Gerblé,"France,Guadeloupe,Maroc,La Réunion,Suisse",2024-05-10,3.33
REC-789279,9528,Milka galette choco,"LU, Milka","France, Germany, Morocco, Spain, en:belgium",2025-05-23,12.59
REC-188975,5634,Multigrain Crispbread,RYVITA,"France, United Kingdom, en:ireland",2025-10-15,23.74
REC-476256,8438,Tartines craquantes sarrasin,Céréal Bio,France,2025-03-16,12.31
REC-337130,14724,Excellence Noir à la Pointe de Fleur de Sel,Lindt,"France,Suisse",2025-01-07,13.22
REC-415413,5434,NAKD Cacahuètes - 140g (4x1p),"Nakd.,Natural Balance Foods","en:belgium, en:france, en:luxembourg, en:spain, fr:Francia",2025-04-14,12.23
REC-599217,6506,Cream Crackers,Unknown,"France,Suisse,Royaume-Uni",2026-01-10,14.86
REC-563059,5998,Pistaches de Californie,"Alesto, Lidl","Bélgica,República Checa,França,Alemanha,Marrocos,Portugal,Espanha",2024-12-13,13.4
REC-294785,13490,Organic Crisp Bread,DR KARG'S,"France,Allemagne,Royaume-Uni",2024-05-02,6.38
REC-693740,12990,Brioche Tranchée Recette Classique,Harrys,France,2024-03-09,21.83
REC-760615,11250,Véritable Petit Beurre,Lu,"France,Suisse",2026-01-20,15.12
REC-195486,11785,"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g",Unknown,"Belgium,France",2025-02-24,6.11
REC-516677,9726,Cheese Oatcakes,nairn's,"France,United Kingdom",2024-10-28,11.21
REC-146982,12015,Dark Chocolate,Fin Carré,"Finland,France,Germany,Italy,Latvia,Switzerland,United Kingdom,United States,Czech Republic",2026-01-29,17.47
REC-239925,12675,Wholegrain Wheat Bixies,Crownfield - Lidl,"Ireland, Malta",2025-01-18,9.7
REC-109693,9652,Granola LU,LU,France,2024-10-18,1.26
REC-176522,5950,Sour Cream & Onion chips,Pringles,"France, Germany, Spain, Switzerland, United Kingdom, en:austria",2025-09-29,11.05
REC-145901,9071,Belvita Brut & 5 céréales complètes,Lu,"Belgique,France,Luxembourg,Nouvelle-Calédonie,Suisse",2024-07-18,24.59
REC-360302,11499,Chocolate negro 95% cacao,J. D. Gross,"Francuska,Njemačka,Španjolska,Hrvatska,Slovenija,Grčka,Cipar",2026-01-08,2.66
REC-633933,10355,Goûter aux raisins,Gerblé,"Belgique,France,La Réunion,Suisse",2024-03-28,8.33
REC-187987,6562,Pringles sour cream & onion,"Pringles,Kellogg's","Austria,Bélgica,Francia,Alemania,Marruecos,Países Bajos,España,Suiza,Reino Unido",2024-10-22,23.61
REC-307690,13557,Granola L'original Gros éclats de chocolat,"Granola,LU,Mondelez","France,Suisse",2025-01-16,5.67
REC-921480,8300,Milk Chocolate with Honey and Almond Nougat,Toblerone,"Argelia,Australia,Bélgica,Bolivia,Bulgaria,Dinamarca,Finlandia,Francia,Alemania,Italia,Marruecos,Noruega,Polonia,Rumania,España,Suecia,Suiza,Tailandia,Ucrania,Reino Unido",2024-04-06,22.51
REC-715337,14087,Organic Milk Chocolate,Green & Black's,"United Kingdom, en:ireland",2024-06-17,22.67
REC-195153,7641,Noir Extra,Poulain,"France,Maroc",2026-01-26,23.04
REC-550594,9230,Le cookie Chocolat Noisette,Bjorg,Frankreich,2024-06-03,17.62
REC-598496,6586,Tonik,Bimo,"France,Maroc,en:morocco,",2025-01-07,21.63
REC-825324,7206,Spofy,henry's,"France,Maroc",2024-11-20,16.28
REC-734212,9909,Digestive Avena,Hacendado,"Portugal,España",2025-08-31,8.32
REC-967946,8890,Galettes St Michel au beurre 4X5 - 130g,St michel,"Belgien, Frankreich, Guadeloupe, Italien, Martinique, Marokko, Schweiz, Germany",2024-05-13,10.36
REC-561526,12868,Petit brun extra,"Brun,Mondelez",France,2025-12-26,4.41
REC-306391,8081,"BN - Casse Croute Biscuits, 375g",BN,France,2024-10-01,1.85
REC-518782,13160,Goûter aux écorces confites,Gerblé,Francia,2025-11-15,5.87
REC-994456,14348,Шоколад с 6% парченца малини,J.D. GROSS,"Bulgarie,France,Italie,Portugal,Espagne,Suisse,Royaume-Uni",2024-11-27,13.16
REC-245946,5600,Milka Tablette Noisette,"Milka, Mondelez","Algeria, Austria, Czech Republic, France, Germany, Morocco, Switzerland, en:slovakia",2025-07-28,18.95
REC-986860,14640,Sablé saveur COCO,Gerblé,"Belgique,France,Thaïlande",2025-03-16,13.36
REC-253786,8062,Moelleux chocolat,"Belvita, LU, Mondelez International","Belgique,France,Maroc,La Réunion,Suisse",2024-04-25,16.82
REC-908189,12873,Ferrero Rocher,Ferrero,"Algérie,France,Allemagne,Irlande,Maroc",2024-12-23,24.19
REC-722929,11952,NOIR DEGUSTATION 70% CARAMEL,J. D. Gross,"France,Germany,Italy,Spain,United Kingdom",2024-08-01,1.32
REC-215654,9846,Excellence Noir Délicat Doux 85% Cacao,Lindt EXCELLENCE,"Austria,Czech Republic,France,Germany,Morocco",2024-05-21,20.25
REC-107243,11322,La Madeleine Pur beurre,Bonne Maman,"France,Suisse",2025-05-21,16.68
REC-662848,7254,Blueberry Muffin raw fruit & nut bar,nākd,United Kingdom,2024-08-31,20.63
REC-184393,14014,OREO ORIGINAL,OREO,"Austria,Belgium,Finland,France,Germany,Greece,Italy,Netherlands,Norway,Sweden,Switzerland",2024-10-15,13.24
REC-317612,6203,Benco Original,Benco,France,2024-12-05,1.14
REC-421289,10212,Pringles Sour Cream,"Pringles,Kellogg's","Bélgica,Alemania,Irlanda,Marruecos,Países Bajos,España,Reino Unido",2024-04-07,18.43
REC-525010,10985,Pelotazos futebolas,Cheetos,"France,Morocco",2024-04-13,2.57
REC-958697,8352,"Crunchy Oats and Dark chocolate, 2 Barres de 21 g",Unknown,"Belgique,France,Allemagne,Irlande,Espagne,Royaume-Uni",2025-05-12,9.32
REC-312331,6897,Peter's Yard Original Sourdough Crackers,Unknown,"France,United States,Ireland,United Kingdom",2026-01-25,20.18
REC-384172,10530,Cuetara Digesta Light 200G Marie Cookies,Unknown,"France,Maroc",2025-10-20,6.38
REC-394564,14380,Cacao,Lactel,"Belgique,Bulgarie,France,Allemagne,Hongrie,Italie,Mexique,Maroc,Portugal,Roumanie,Espagne,Suisse",2026-01-17,7.07
REC-613302,12237,Gingembre saveur citron 🍋,Gerblé,"France,La Réunion",2025-11-22,24.85
REC-756048,10104,Kinder Country,"Kinder, Ferrero","Autriche,France,Allemagne,Italie,Suisse",2024-08-18,19.95
REC-731114,7998,Sweet & Salty Popcorn,Proper Corn,United Kingdom,2025-09-21,16.02
REC-881552,13965,Gocciole classiche pav 500 gr,Pavesi,"Belgium,France,Germany,Italy,Switzerland",2025-10-27,17.3
REC-687196,7075,Protein Caramel salé Cacahuètes,Nature Valley,France,2025-08-17,17.22
REC-542590,8875,85% Cocoa - Dark Chocolate,Moser Roth,"United Kingdom,Ireland",2025-07-01,18.29
REC-447906,6547,Noir equitable 85% Pérou,Alter Eco,"Belgium,France,Switzerland",2025-07-31,1.22
REC-187921,5654,Nutella,"Ferrero,Nutella","Deutschland,Marokko",2024-07-04,13.84
REC-272094,5174,Oatibix,Unknown,"France, Spain, United Kingdom, en:ireland",2024-07-02,13.15
REC-477529,14784,Kinder Cards,"Ferrero,Kinder","Belgien,Bulgarien,Finnland,Frankreich,Deutschland,Ungarn,Italien,Luxemburg,Marokko,Rumänien,Spanien,Schweden,Schweiz",2025-12-17,10.3
REC-563532,9187,Petites Madeleines pépites chocolat,St Michel,"France,Suisse",2025-08-31,11.68
REC-172405,5318,8 Pains au lait frais Bio 280g,Unknown,France,2025-02-20,21.26
REC-601917,6223,single origin milk chocolate,Marks & Spencer,"France, Royaume-Uni",2025-01-06,21.81
REC-542762,6066,Petit Cookies Pépites de chocolat,Bonne Maman,"Belgium, France, Luxembourg, Switzerland, en:united-kingdom",2024-07-17,5.73
REC-600233,8833,Petit écolier chocolat noir pur beurre de cacao,LU,"Canada,Frankrijk,Duitsland,Marokko,Réunion,Spanje,Zwitserland",2024-08-28,6.15
REC-120129,10797,Sweet & salty popcorn,Proper Corn,United Kingdom,2024-05-06,3.61
REC-614314,11805,Cocoa Vanilla Oat Boosts,graze,"France,United Kingdom",2024-07-20,14.0
REC-151525,5140,Megachok,arluy,"France,Morocco,New Caledonia",2024-05-28,18.21
REC-217744,7396,Cranberry saveur amande,Gerblé,"Frankrijk,Réunion",2025-05-12,9.15
REC-737686,10860,"Biscuits 3 graines Kasha, Sésame, Pavot",Unknown,"France,La Réunion",2024-08-01,21.57
REC-310932,14834,Chocolat noir 85% Madagascar,Ethiquable,"France,Spain",2025-04-19,7.05
REC-343699,13161,Véritable petit beurre,"LU, Mondelez, Mondelez international","France,Guadeloupe,La Réunion,Suisse",2024-07-26,19.29
REC-499216,11117,TEXAS BBQ SAUCE,PRINGLES,"Belgium,Bulgaria,Germany,Ireland,Morocco,Romania,United Kingdom,Libya",2024-03-02,3.96
REC-117524,5039,Extrem,Excelo,en:Morocco,2025-10-18,23.56
REC-799646,10029,Sablés chocolat,McVitie's,France,2025-04-07,1.73
REC-734503,14206,Kinder Bueno,Kinder,"Algérie,Belgique,Allemagne,Italie,Maroc,Espagne,Suisse,Tunisie,Royaume-Uni,États-Unis,France",2024-12-31,10.66
REC-426267,11642,Wheat Biscuits,By Sainsbury's,en:gb,2024-04-21,23.04
REC-616790,14425,Shortbread Fingers,Walker’s,United Kingdom,2025-09-16,1.6
REC-519560,7176,Chips saveur fromage du Jura,Brets,"France, en:morocco",2024-10-24,21.83
REC-255749,14155,cooky original chocolate chips,Be,Morocco,2025-03-12,14.76
REC-335372,13315,Fine Milled Oatcakes,Nairn's,"Frankrijk,Verenigd Koninkrijk",2024-12-20,4.83
REC-824167,8454,Chips de lentilles saveur tomate mozza,Unknown,France,2025-11-14,7.7
REC-892701,8042,Fruit & Seed Oatcakes,Nairn's,"France,United Kingdom,United States,en:united-kingdom",2024-11-27,3.52
REC-109243,7429,Milka oreo,Milka Oreo,"France,Morocco,Maroc",2025-06-08,2.72
REC-222245,8897,Chocolate negro,"Carrefour BIO, Carrefour","Belgium, France, French Polynesia, Italy, Spain, en:morocco",2025-03-28,9.67
REC-603051,7517,Cocoa Orange,Nakd,Royaume-Uni,2025-08-06,16.7
REC-147698,13137,Savane,Brossard,France,2024-07-02,21.12
REC-909087,14717,Nutabella,Unknown,Morocco,2024-07-25,18.46
REC-659364,13462,Absolute black dark chocolate,Montezuma's,"España,Reino Unido",2025-03-30,7.04
REC-431149,8527,eyoo,Excelo,"France, en:morocco",2025-05-05,19.74
REC-194215,6870,Flash Wondermint Gum,Flash,"France, en:morocco",2024-07-23,17.85
REC-801190,13662,Biscuits Mega Duo imp,Gullón,"Francia,Marruecos,España,fr:Francia",2025-12-15,7.25
REC-531273,9147,cooky,be,Morocco,2024-12-22,10.84
REC-426965,14311,Dark Chocolate Chip Oat Biscuits,Nairn's,"France, New Zealand, United Kingdom, en:ireland",2024-06-21,1.2
REC-412341,14101,180G LT NOISETTE COTE D OR,Côte d'Or,"Algeria, France, Luxembourg, en:morocco",2025-02-23,10.13
REC-842128,14185,Dark Chocolate,TESCO finest,en:united-kingdom,2025-05-06,12.39
REC-513271,10123,Merci Finest Selection Assorted Chocolates,Storck,"Austria,Belgium,Bulgaria,France,Germany,Hungary,Morocco,Netherlands,North Macedonia,Poland,Romania,Sweden,Switzerland,United Kingdom",2024-06-15,13.74
REC-901924,5988,LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Lotus Bakeries, Lotus","Belgium, France, en:morocco",2025-10-22,6.98
REC-738096,8362,Noir 70% Intense,Unknown,"Belgique,France,Italie,Maroc",2025-02-21,23.87
REC-554502,11920,Biscuits Germe de Blé et Pépites de Chocolat,"Lidl,Sondey",France,2024-03-16,4.49
REC-415207,14283,Milka wholenut,Milka,"France,Maroc",2025-04-14,2.02
REC-932547,13331,nakd peanut butter protein bar,Nakd,"France, United Kingdom, en:belgium",2024-05-02,16.1
REC-225200,13078,Fine & Gourmande Noir 70%,"Fine gourmande,Poulain","France,Maroc",2025-08-05,17.64
REC-700756,6550,Barre céréales Protéines peanut& chocolat🍫,Nature Valley,"Bélgica,Francia,España,Reino Unido",2025-05-22,3.22
REC-104753,5467,Nature Valley Crunchy Oats & Honey,Nature Valley,"Francia,Grecia,Irlanda,España,Reino Unido",2025-01-01,13.98
REC-563677,10401,B'ono Wafer,Excelo,en:Morocco,2024-02-18,22.57
REC-215776,13213,Cracotte Chocolat,"LU,Mondelez","Belgique,France,La Réunion,Suisse",2025-09-15,8.73
REC-636347,13593,Tentation aiguebelle,Aiguebelle,Morocco,2024-11-16,14.26
REC-411150,6118,Nut & fruit mix classic,"Alesto, Lidl","Bulgarie,Croatie,France,Allemagne,Pologne,Roumanie,Serbie,Espagne",2025-04-13,3.62
REC-740006,14976,Baiocchi nocciola 260g,"Barilla, Mulino Bianco - Barilla - Barilla G. e R. Fratelli - Società per Azioni - Via Mantova, 166, 43122 Parma - Italy","France,Germany,Italy,Spain,Switzerland",2026-01-18,1.02
REC-786767,11518,Table Water,Carr's,"France,Irlande,Royaume-Uni",2025-03-02,4.99
REC-546635,8778,Biscoff,Unknown,"Armenien,Irland,Neuseeland,Spanien,Vereinigtes Königreich",2025-09-16,11.99
REC-140146,5570,B-ready 6 pièces,Ferrero,"Bélgica,Francia,Alemania,Italia,Luxemburgo,Martinica,Mauricio,Marruecos,Nueva Caledonia,Reunión,España,Suiza,República de China,Tailandia,Reino Unido",2025-01-10,10.97
REC-594620,8463,Cheese & Onion Flavour Potato Crisps,Walkers,United Kingdom,2025-05-19,7.05
